usuario,puntuacion,fecha,titulo,texto_comentario,fecha_sistema,texto_limpio,texto_original,texto_sin_stopwords,texto_comentario_limpio,texto_comentario_sin_stopwords,tokens,tokens_sin_stopwords,num_palabras,num_palabras_limpias,longitud_comentario,conteo_palabras_unicas
DOMINGO,2,2025-11-27T19:27:24.000Z,Sin título,Siempre estuve contento con la rapidez de entrega de Amazon pero ahora se les ha dado por implantar un sistema de solo entregar a una persona con la contraseña y a no poder cambiar la dirección de ent...Ver más,2025-12-22 00:22:49,contento rapidez entrega ahora dado implantar sistema entregar persona contrasena poder cambiar direccion ent,Siempre estuve contento con la rapidez de entrega de Amazon pero ahora se les ha dado por implantar un sistema de solo entregar a una persona con la contraseña y a no poder cambiar la dirección de ent...Ver más,contento rapidez entrega ahora dado implantar sistema entregar persona contrasena poder cambiar direccion ent,siempre estuve contento con la rapidez de entrega de amazon pero ahora se les ha dado por implantar un sistema de solo entregar a una persona con la contrasena y a no poder cambiar la direccion de ent ver mas,contento rapidez entrega ahora dado implantar sistema entregar persona contrasena poder cambiar direccion ent,"['siempre', 'estuve', 'contento', 'con', 'la', 'rapidez', 'de', 'entrega', 'de', 'amazon', 'pero', 'ahora', 'se', 'les', 'ha', 'dado', 'por', 'implantar', 'un', 'sistema', 'de', 'solo', 'entregar', 'a', 'una', 'persona', 'con', 'la', 'contrasena', 'y', 'a', 'no', 'poder', 'cambiar', 'la', 'direccion', 'de', 'ent', 'ver', 'mas']","['contento', 'rapidez', 'entrega', 'ahora', 'dado', 'implantar', 'sistema', 'entregar', 'persona', 'contrasena', 'poder', 'cambiar', 'direccion', 'ent']",40,14,210,14
Javi,1,2025-12-12T22:22:03.000Z,Sin título,"14 días esperando la devolución del dinero. 14 días hace que devolví el producto. Unos cuantos chats, unos cuantos emails pero nada de nada.

260,33€ que me deben estos sinvergüenzas de Amazon. Y...Ver más",2025-12-22 00:22:49,dias esperando devolucion dinero dias devolvi cuantos chats cuantos emails deben sinverguenzas,"14 días esperando la devolución del dinero. 14 días hace que devolví el producto. Unos cuantos chats, unos cuantos emails pero nada de nada.

260,33€ que me deben estos sinvergüenzas de Amazon. Y...Ver más",dias esperando devolucion dinero dias devolvi cuantos chats cuantos emails deben sinverguenzas,dias esperando la devolucion del dinero dias hace que devolvi el producto unos cuantos chats unos cuantos emails pero nada de nada que me deben estos sinverguenzas de amazon y ver mas,dias esperando devolucion dinero dias devolvi cuantos chats cuantos emails deben sinverguenzas,"['dias', 'esperando', 'la', 'devolucion', 'del', 'dinero', 'dias', 'hace', 'que', 'devolvi', 'el', 'producto', 'unos', 'cuantos', 'chats', 'unos', 'cuantos', 'emails', 'pero', 'nada', 'de', 'nada', 'que', 'me', 'deben', 'estos', 'sinverguenzas', 'de', 'amazon', 'y', 'ver', 'mas']","['dias', 'esperando', 'devolucion', 'dinero', 'dias', 'devolvi', 'cuantos', 'chats', 'cuantos', 'emails', 'deben', 'sinverguenzas']",32,12,205,10
David,1,2025-12-18T19:54:18.000Z,Sin título,Desesperante. Llevo más de un mes para una devolución. Amazon ha bajado muchísimo la calidad en TODO. Y ya ni hablemos de comprar algo que no vendan ni envíen ellos. El servicio de atención al cliente...Ver más,2025-12-22 00:22:49,desesperante llevo mes devolucion bajado muchisimo calidad hablemos comprar vendan envien servicio atencion cliente,Desesperante. Llevo más de un mes para una devolución. Amazon ha bajado muchísimo la calidad en TODO. Y ya ni hablemos de comprar algo que no vendan ni envíen ellos. El servicio de atención al cliente...Ver más,desesperante llevo mes devolucion bajado muchisimo calidad hablemos comprar vendan envien servicio atencion cliente,desesperante llevo mas de un mes para una devolucion amazon ha bajado muchisimo la calidad en todo y ya ni hablemos de comprar algo que no vendan ni envien ellos el servicio de atencion al cliente ver mas,desesperante llevo mes devolucion bajado muchisimo calidad hablemos comprar vendan envien servicio atencion cliente,"['desesperante', 'llevo', 'mas', 'de', 'un', 'mes', 'para', 'una', 'devolucion', 'amazon', 'ha', 'bajado', 'muchisimo', 'la', 'calidad', 'en', 'todo', 'y', 'ya', 'ni', 'hablemos', 'de', 'comprar', 'algo', 'que', 'no', 'vendan', 'ni', 'envien', 'ellos', 'el', 'servicio', 'de', 'atencion', 'al', 'cliente', 'ver', 'mas']","['desesperante', 'llevo', 'mes', 'devolucion', 'bajado', 'muchisimo', 'calidad', 'hablemos', 'comprar', 'vendan', 'envien', 'servicio', 'atencion', 'cliente']",38,14,210,14
Fernando Jimenez,1,2025-12-04T00:44:23.000Z,Sin título,no tiene atencion al cliente solo inteligencia artificial y deja los paque sin entregar en mano . avandonados a su suerte en la entrada de los pisos a merced de cualquiera,2025-12-22 00:22:49,atencion cliente inteligencia artificial deja paque entregar mano avandonados suerte entrada pisos merced cualquiera,no tiene atencion al cliente solo inteligencia artificial y deja los paque sin entregar en mano . avandonados a su suerte en la entrada de los pisos a merced de cualquiera,atencion cliente inteligencia artificial deja paque entregar mano avandonados suerte entrada pisos merced cualquiera,no tiene atencion al cliente solo inteligencia artificial y deja los paque sin entregar en mano avandonados a su suerte en la entrada de los pisos a merced de cualquiera,atencion cliente inteligencia artificial deja paque entregar mano avandonados suerte entrada pisos merced cualquiera,"['no', 'tiene', 'atencion', 'al', 'cliente', 'solo', 'inteligencia', 'artificial', 'y', 'deja', 'los', 'paque', 'sin', 'entregar', 'en', 'mano', 'avandonados', 'a', 'su', 'suerte', 'en', 'la', 'entrada', 'de', 'los', 'pisos', 'a', 'merced', 'de', 'cualquiera']","['atencion', 'cliente', 'inteligencia', 'artificial', 'deja', 'paque', 'entregar', 'mano', 'avandonados', 'suerte', 'entrada', 'pisos', 'merced', 'cualquiera']",30,14,171,14
Pixi,1,2025-12-04T19:27:50.000Z,Sin título,Recibo un correo electrónico en el que se me indica que me hacen una compensación por las molestias ocasionadas en un envío pero dicha compensación no aparece en mi cuenta. Me pongo en contacto con at...Ver más,2025-12-22 00:22:49,recibo correo electronico indica hacen compensacion molestias ocasionadas envio dicha compensacion aparece cuenta pongo contacto at,Recibo un correo electrónico en el que se me indica que me hacen una compensación por las molestias ocasionadas en un envío pero dicha compensación no aparece en mi cuenta. Me pongo en contacto con at...Ver más,recibo correo electronico indica hacen compensacion molestias ocasionadas envio dicha compensacion aparece cuenta pongo contacto at,recibo un correo electronico en el que se me indica que me hacen una compensacion por las molestias ocasionadas en un envio pero dicha compensacion no aparece en mi cuenta me pongo en contacto con at ver mas,recibo correo electronico indica hacen compensacion molestias ocasionadas envio dicha compensacion aparece cuenta pongo contacto at,"['recibo', 'un', 'correo', 'electronico', 'en', 'el', 'que', 'se', 'me', 'indica', 'que', 'me', 'hacen', 'una', 'compensacion', 'por', 'las', 'molestias', 'ocasionadas', 'en', 'un', 'envio', 'pero', 'dicha', 'compensacion', 'no', 'aparece', 'en', 'mi', 'cuenta', 'me', 'pongo', 'en', 'contacto', 'con', 'at', 'ver', 'mas']","['recibo', 'correo', 'electronico', 'indica', 'hacen', 'compensacion', 'molestias', 'ocasionadas', 'envio', 'dicha', 'compensacion', 'aparece', 'cuenta', 'pongo', 'contacto', 'at']",38,16,210,15
Baldo Cano,1,2025-12-09T21:22:39.000Z,Sin título,"Las entregas están funcionando muy mal desde hace un mes, pedidos no entregados o perdidos por los transportistas ( Seur)",2025-12-22 00:22:49,entregas estan funcionando mal mes pedidos entregados perdidos transportistas seur,"Las entregas están funcionando muy mal desde hace un mes, pedidos no entregados o perdidos por los transportistas ( Seur)",entregas estan funcionando mal mes pedidos entregados perdidos transportistas seur,las entregas estan funcionando muy mal desde hace un mes pedidos no entregados o perdidos por los transportistas seur,entregas estan funcionando mal mes pedidos entregados perdidos transportistas seur,"['las', 'entregas', 'estan', 'funcionando', 'muy', 'mal', 'desde', 'hace', 'un', 'mes', 'pedidos', 'no', 'entregados', 'o', 'perdidos', 'por', 'los', 'transportistas', 'seur']","['entregas', 'estan', 'funcionando', 'mal', 'mes', 'pedidos', 'entregados', 'perdidos', 'transportistas', 'seur']",19,10,121,10
User,1,2025-12-01T20:49:35.000Z,Sin título,"He comprado un TV, frigorífico, colchón… y más cosas pero quería que me lo entregasen todo el mismo día aunque tuviese que esperar porque vivo a más de 45km de donde es la entrega y no han cumplido, c...Ver más",2025-12-22 00:22:49,comprado tv frigorifico colchon cosas queria entregasen mismo dia aunque esperar vivo km entrega cumplido c,"He comprado un TV, frigorífico, colchón… y más cosas pero quería que me lo entregasen todo el mismo día aunque tuviese que esperar porque vivo a más de 45km de donde es la entrega y no han cumplido, c...Ver más",comprado tv frigorifico colchon cosas queria entregasen mismo dia aunque esperar vivo km entrega cumplido c,he comprado un tv frigorifico colchon y mas cosas pero queria que me lo entregasen todo el mismo dia aunque tuviese que esperar porque vivo a mas de km de donde es la entrega y no han cumplido c ver mas,comprado tv frigorifico colchon cosas queria entregasen mismo dia aunque esperar vivo km entrega cumplido c,"['he', 'comprado', 'un', 'tv', 'frigorifico', 'colchon', 'y', 'mas', 'cosas', 'pero', 'queria', 'que', 'me', 'lo', 'entregasen', 'todo', 'el', 'mismo', 'dia', 'aunque', 'tuviese', 'que', 'esperar', 'porque', 'vivo', 'a', 'mas', 'de', 'km', 'de', 'donde', 'es', 'la', 'entrega', 'y', 'no', 'han', 'cumplido', 'c', 'ver', 'mas']","['comprado', 'tv', 'frigorifico', 'colchon', 'cosas', 'queria', 'entregasen', 'mismo', 'dia', 'aunque', 'esperar', 'vivo', 'km', 'entrega', 'cumplido', 'c']",41,16,210,16
Francisco José Rodríguez,2,2025-12-09T23:54:29.000Z,Sin título,"Cuando el vendedor es Amazon propiamente dicho, la entrega funciona bastante bien. 
Pero cuando el vendedor es una empresa externa, la entrega funciona bastante mal.",2025-12-22 00:22:49,vendedor propiamente dicho entrega funciona bastante bien vendedor empresa externa entrega funciona bastante mal,"Cuando el vendedor es Amazon propiamente dicho, la entrega funciona bastante bien. 
Pero cuando el vendedor es una empresa externa, la entrega funciona bastante mal.",vendedor propiamente dicho entrega funciona bastante bien vendedor empresa externa entrega funciona bastante mal,cuando el vendedor es amazon propiamente dicho la entrega funciona bastante bien pero cuando el vendedor es una empresa externa la entrega funciona bastante mal,vendedor propiamente dicho entrega funciona bastante bien vendedor empresa externa entrega funciona bastante mal,"['cuando', 'el', 'vendedor', 'es', 'amazon', 'propiamente', 'dicho', 'la', 'entrega', 'funciona', 'bastante', 'bien', 'pero', 'cuando', 'el', 'vendedor', 'es', 'una', 'empresa', 'externa', 'la', 'entrega', 'funciona', 'bastante', 'mal']","['vendedor', 'propiamente', 'dicho', 'entrega', 'funciona', 'bastante', 'bien', 'vendedor', 'empresa', 'externa', 'entrega', 'funciona', 'bastante', 'mal']",25,14,165,10
Free,1,2025-12-05T14:08:07.000Z,Sin título,"Pongo una, porque no puedo poner 0. Ayer 12 horas un paquete en reparto, llamo y me dicen que acaban de hablar con el mensajero y que me lo entrega en un momento. A las 22:30, vuelvo a llamar y me dic...Ver más",2025-12-22 00:22:49,pongo puedo poner ayer horas paquete reparto llamo dicen acaban hablar mensajero entrega momento vuelvo llamar dic,"Pongo una, porque no puedo poner 0. Ayer 12 horas un paquete en reparto, llamo y me dicen que acaban de hablar con el mensajero y que me lo entrega en un momento. A las 22:30, vuelvo a llamar y me dic...Ver más",pongo puedo poner ayer horas paquete reparto llamo dicen acaban hablar mensajero entrega momento vuelvo llamar dic,pongo una porque no puedo poner ayer horas un paquete en reparto llamo y me dicen que acaban de hablar con el mensajero y que me lo entrega en un momento a las vuelvo a llamar y me dic ver mas,pongo puedo poner ayer horas paquete reparto llamo dicen acaban hablar mensajero entrega momento vuelvo llamar dic,"['pongo', 'una', 'porque', 'no', 'puedo', 'poner', 'ayer', 'horas', 'un', 'paquete', 'en', 'reparto', 'llamo', 'y', 'me', 'dicen', 'que', 'acaban', 'de', 'hablar', 'con', 'el', 'mensajero', 'y', 'que', 'me', 'lo', 'entrega', 'en', 'un', 'momento', 'a', 'las', 'vuelvo', 'a', 'llamar', 'y', 'me', 'dic', 'ver', 'mas']","['pongo', 'puedo', 'poner', 'ayer', 'horas', 'paquete', 'reparto', 'llamo', 'dicen', 'acaban', 'hablar', 'mensajero', 'entrega', 'momento', 'vuelvo', 'llamar', 'dic']",41,17,210,17
Santiago López Rodriguez,3,2025-12-08T14:16:41.000Z,Sin título,"Hola, muchos productos no dan la opción de recoger en punto de recogida, esto ha hecho que no haga muchas compras que de otro modo si hubiera hecho. Saludos",2025-12-22 00:22:49,hola productos dan opcion recoger punto recogida hecho haga muchas compras modo hecho saludos,"Hola, muchos productos no dan la opción de recoger en punto de recogida, esto ha hecho que no haga muchas compras que de otro modo si hubiera hecho. Saludos",hola productos dan opcion recoger punto recogida hecho haga muchas compras modo hecho saludos,hola muchos productos no dan la opcion de recoger en punto de recogida esto ha hecho que no haga muchas compras que de otro modo si hubiera hecho saludos,hola productos dan opcion recoger punto recogida hecho haga muchas compras modo hecho saludos,"['hola', 'muchos', 'productos', 'no', 'dan', 'la', 'opcion', 'de', 'recoger', 'en', 'punto', 'de', 'recogida', 'esto', 'ha', 'hecho', 'que', 'no', 'haga', 'muchas', 'compras', 'que', 'de', 'otro', 'modo', 'si', 'hubiera', 'hecho', 'saludos']","['hola', 'productos', 'dan', 'opcion', 'recoger', 'punto', 'recogida', 'hecho', 'haga', 'muchas', 'compras', 'modo', 'hecho', 'saludos']",29,14,156,13
emilio,1,2025-12-04T20:42:26.000Z,Sin título,"Paquete en entrega desde el dia 1 , a saber que han enviado y donde, esta en reparto ya tres dias con direccion incorrecta, el vendedor ni se preocupa, amazon balones fuera, 10 dias del pedido y fina...Ver más",2025-12-22 00:22:49,paquete entrega dia saber enviado reparto tres dias direccion incorrecta vendedor preocupa balones dias pedido fina,"Paquete en entrega desde el dia 1 , a saber que han enviado y donde, esta en reparto ya tres dias con direccion incorrecta, el vendedor ni se preocupa, amazon balones fuera, 10 dias del pedido y fina...Ver más",paquete entrega dia saber enviado reparto tres dias direccion incorrecta vendedor preocupa balones dias pedido fina,paquete en entrega desde el dia a saber que han enviado y donde esta en reparto ya tres dias con direccion incorrecta el vendedor ni se preocupa amazon balones fuera dias del pedido y fina ver mas,paquete entrega dia saber enviado reparto tres dias direccion incorrecta vendedor preocupa balones dias pedido fina,"['paquete', 'en', 'entrega', 'desde', 'el', 'dia', 'a', 'saber', 'que', 'han', 'enviado', 'y', 'donde', 'esta', 'en', 'reparto', 'ya', 'tres', 'dias', 'con', 'direccion', 'incorrecta', 'el', 'vendedor', 'ni', 'se', 'preocupa', 'amazon', 'balones', 'fuera', 'dias', 'del', 'pedido', 'y', 'fina', 'ver', 'mas']","['paquete', 'entrega', 'dia', 'saber', 'enviado', 'reparto', 'tres', 'dias', 'direccion', 'incorrecta', 'vendedor', 'preocupa', 'balones', 'dias', 'pedido', 'fina']",37,16,209,15
gabriel godoy,1,2025-12-16T11:42:07.000Z,Sin título,"Esto se ha vuelto un fiasco , pago todos los servicios de amazon y no he recibido ninguno de los productos que he comprado y algunos se los ha quedado el transportista lo colocan como entregado y te r...Ver más",2025-12-22 00:22:49,vuelto fiasco pago servicios recibido ninguno productos comprado quedado transportista colocan entregado r,"Esto se ha vuelto un fiasco , pago todos los servicios de amazon y no he recibido ninguno de los productos que he comprado y algunos se los ha quedado el transportista lo colocan como entregado y te r...Ver más",vuelto fiasco pago servicios recibido ninguno productos comprado quedado transportista colocan entregado r,esto se ha vuelto un fiasco pago todos los servicios de amazon y no he recibido ninguno de los productos que he comprado y algunos se los ha quedado el transportista lo colocan como entregado y te r ver mas,vuelto fiasco pago servicios recibido ninguno productos comprado quedado transportista colocan entregado r,"['esto', 'se', 'ha', 'vuelto', 'un', 'fiasco', 'pago', 'todos', 'los', 'servicios', 'de', 'amazon', 'y', 'no', 'he', 'recibido', 'ninguno', 'de', 'los', 'productos', 'que', 'he', 'comprado', 'y', 'algunos', 'se', 'los', 'ha', 'quedado', 'el', 'transportista', 'lo', 'colocan', 'como', 'entregado', 'y', 'te', 'r', 'ver', 'mas']","['vuelto', 'fiasco', 'pago', 'servicios', 'recibido', 'ninguno', 'productos', 'comprado', 'quedado', 'transportista', 'colocan', 'entregado', 'r']",40,13,210,13
